Counterfeit_Weight,Active_Since,Medicine_MRP,SidEffect_Level,Availability_rating,Counterfeit_Sales,Area_Type_DownTown,Area_Type_MidTownResidential,Area_Type_CityLimits,Area_City_Type_Tier_3,Area_City_Type_Tier_2,Area_dist_level_Medium,Area_dist_level_Small,Area_dist_level_High,Medicine_Type_emb1,Medicine_Type_emb2,Medicine_Type_emb3,Active_Since_emb1,Active_Since_emb2,Active_Since_emb3,DistArea_ID_emb1,DistArea_ID_emb2,DistArea_ID_emb3
10.3,2005,179.9474,1,0.032616991,2639.711,1,0,0,0,1,0,0,0,-0.74499774,5.5823555,-7.061555,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
8.665,1983,103.012,1,0.172193194,3748.268,0,0,1,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
16.45,1983,155.576,0,0.013,5386.136,0,0,1,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
10.995,1983,189.7344,1,0.083103425,6001.3352,0,0,1,1,0,1,0,0,2.2555368,-6.6267414,1.7681491,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
21.05,1985,126.1466,1,0.054330512,2587.7786,1,0,0,1,0,0,0,1,6.5537252,3.8583255,3.6543558,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
14.3,1996,206.5426,0,0.152785104,310.7426,0,1,0,1,0,0,0,0,-3.43163,-6.391154,2.5352144,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
22.05,2005,162.0682,0,0.076684145,1485.2138,1,0,0,0,1,0,0,0,-2.985881,-0.3556211,3.3717196,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
8.585,2007,186.3054,1,0.044278532,2739.581,0,0,0,1,0,1,0,0,-0.74499774,5.5823555,-7.061555,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
15.1,1996,97.7172,0,0.037660202,291.4344,0,1,0,1,0,0,0,0,-3.43163,-6.391154,2.5352144,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
12.9,2005,250.1222,0,0.1578320269999999,4176.3774,1,0,0,0,1,0,0,0,4.4865394,6.151414,-2.181885,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
9.9,2007,150.8154,1,0.045754431,396.6308,0,0,0,1,0,1,0,0,7.7442684,-2.543369,3.1540496,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
18.4,2007,124.986,1,0.013,1471.2320000000002,0,0,0,1,0,1,0,0,-0.74499774,5.5823555,-7.061555,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
12.8,2007,109.6358,0,0.139114605,917.2864,0,0,0,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
17.3,2000,152.9496,1,0.054028937,1947.9448,1,0,0,0,1,0,0,0,8.280236,-0.6002991,-5.0784025,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
20.5,2005,236.9062,0,0.018620213,5304.2426,1,0,0,0,1,0,0,0,-5.694707,6.263188,-2.2807324,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
7.28,2007,155.6418,1,0.0567403079999999,2467.2688,0,0,0,1,0,1,0,0,6.5537252,3.8583255,3.6543558,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
6.995,1983,266.6988,0,0.1315355809999999,369.9988,0,1,0,0,0,0,1,0,-3.280408,-6.3894043,-4.0814123,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
14.9,2005,206.5136,1,0.13130085,2057.136,1,0,0,0,1,0,0,0,8.280236,-0.6002991,-5.0784025,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
11.495,2002,207.811,0,0.025455787,2469.932,1,0,0,0,1,0,1,0,3.5103364,-7.3870306,-4.3397183,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
10.695,1983,95.225,1,0.058050674,1860.725,0,0,1,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
16.65,1997,203.3504,0,0.013,2605.7552,1,0,0,0,0,1,0,0,6.5537252,3.8583255,3.6543558,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
10.495,2007,193.9634,1,0.1213309019999999,2839.451,0,0,0,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
18.9,2005,58.106,0,0.066481818,1184.938,1,0,0,0,1,0,0,0,-5.694707,6.263188,-2.2807324,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
13.9,2005,184.8054,1,0.096221904,2739.581,1,0,0,0,1,0,0,0,-0.74499774,5.5823555,-7.061555,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
10.51,1983,133.8414,1,0.021722342,4621.1318,0,0,1,1,0,1,0,0,6.5537252,3.8583255,3.6543558,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
13.45,1996,75.7826,1,0.076430788,371.3304,0,1,0,1,0,0,0,0,3.5103364,-7.3870306,-4.3397183,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
7.18,2005,113.399,0,0.043418998,1454.5870000000002,1,0,0,0,1,0,0,0,-6.8066134,0.26004028,-6.550433,2.1504216,0.25559282,0.4353765,-3.4934268,-2.966176,-3.2194483
11.1,2000,138.702,1,0.0398952,2516.538,1,0,0,0,1,0,0,0,3.5103364,-7.3870306,-4.3397193,1.340862,1.9578032,2.0810766,-0.41762286,-6.2425666,-0.5364022
14.4,2002,178.4158,1,0.0885637569999999,2118.3896,1,0,0,0,1,0,1,0,4.4865394,6.151414,-2.181885,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
8.72,2000,259.2092,1,0.0334331999999999,6089.2208,1,0,0,0,1,0,0,0,8.280236,-0.6002991,-5.0784025,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
9.61,1995,187.7028,0,0.013,4009.2616,1,0,0,0,0,0,1,0,8.280236,-0.6002991,-5.0784025,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
13.9,1983,218.9612,1,0.108746519,7430.142,0,0,1,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
13.45,1995,194.595,0,0.055681522,2127.045,1,0,0,0,0,0,1,0,3.5103364,-7.3870306,-4.3397183,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
20.65,2005,174.9868,0,0.053154087,1259.5076,1,0,0,0,1,0,0,0,-7.892474,-1.155915,0.14407927,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
12.4,2002,187.5712,0,0.0490207109999999,2222.2544,1,0,0,0,1,0,1,0,-6.8066125,0.26004028,-6.550432,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
10.695,1983,94.2908,1,0.05276832,2461.9424,0,0,1,1,0,1,0,0,1.0359707,-1.9486315,7.0863557,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
18.65,1995,160.705,0,0.159299902,4007.93,1,0,0,0,0,0,1,0,-4.039393,2.86783,0.572291,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
15.4,1985,209.2084,1,0.07982033,4874.8016,1,0,0,1,0,0,0,1,8.280236,-0.6002991,-5.0784025,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
17.05,2002,206.1452,1,0.067920146,5006.63,1,0,0,0,1,0,1,0,-1.5805874,4.5278683,3.4247236,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
17.8,2000,113.0332,0,0.092875237,1650.9979999999998,1,0,0,0,1,0,0,0,6.5537252,3.8583255,3.6543558,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
16.45,1985,160.7708,1,0.040756137,2219.5912,1,0,0,1,0,0,0,1,-1.5805874,4.5278683,3.4247236,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
19.55,1985,206.8452,1,0.101750333,2461.9424,1,0,0,1,0,0,0,1,-6.8066125,0.26004028,-6.550432,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
11.4,1995,234.7088,0,0.066584207,4810.8848,1,0,0,0,0,0,1,0,6.5537252,3.8583255,3.6543558,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
20.9,2005,265.2698,1,0.107694278,2649.698,1,0,0,0,1,0,0,0,-0.74499774,5.5823555,-7.061555,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
16.9,1995,122.6544,1,0.094103929,1119.6896,1,0,0,0,0,0,1,0,-1.5805874,4.5278683,3.4247236,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
8.72,2005,260.0092,1,0.03350719,7832.2852,1,0,0,0,1,0,0,0,8.280236,-0.6002991,-5.0784025,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
18.05,2007,180.7106,1,0.073792265,626.3318,0,0,0,1,0,1,0,0,4.4865394,6.151414,-2.181885,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
13.1,1997,112.5674,0,0.038966531,2557.8176,1,0,0,0,0,1,0,0,3.5103364,-7.3870306,-4.3397183,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
17.9,1985,127.6124,1,0.013,2127.7108,1,0,0,1,0,0,0,1,-3.43163,-6.391154,2.5352144,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
12.1,1985,196.9214,1,0.054831008,2374.0568,1,0,0,1,0,0,0,1,7.7442684,-2.543369,3.1540496,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
9.61,2007,186.3028,0,0.129148596,4540.57,0,0,0,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
9.235,2005,61.735,1,0.030253305,612.35,1,0,0,0,1,0,0,0,4.4865394,6.151414,-2.181885,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
19.0,1995,192.9266,1,0.129542484,3617.1054,1,0,0,0,0,0,1,0,8.280236,-0.6002991,-5.0784025,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
22.05,1996,203.1478,1,0.162404057,887.9912,0,1,0,1,0,0,0,0,-2.985881,-0.3556211,3.3717196,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
17.0,2005,122.3202,0,0.12821312,3263.5656,1,0,0,0,1,0,0,0,-3.43163,-6.391154,2.5352144,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
12.195,2007,141.6284,1,0.048893143,1431.284,0,0,0,1,0,1,0,0,6.5537252,3.8583255,3.6543558,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
12.195,1995,155.1102,0,0.045454046,3175.0142,1,0,0,0,0,0,1,0,-6.8066125,0.26004028,-6.550432,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
21.65,1983,270.8594,1,0.102035961,9271.079,0,0,1,1,0,1,0,0,4.4865394,6.151414,-2.181885,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
18.05,1997,49.2822,1,0.042785889,741.5152,1,0,0,0,0,1,0,0,8.280236,-0.6002991,-5.0784025,-0.30706668,-1.2751906,-4.0188084,-2.7800825,-1.7669525,4.243737
12.1,1985,201.9504,1,0.0954812,2605.7552,1,0,0,1,0,0,0,1,4.4865394,6.1514144,-2.181885,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
19.0,2000,104.841,1,0.0246367079999999,1174.951,1,0,0,0,1,0,0,0,-6.8066125,0.26004028,-6.550432,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
13.95,1983,201.1846,0,0.146144259,304.0846,0,1,0,0,0,0,1,0,-6.8066125,0.26004028,-6.550432,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
18.05,1996,46.0532,1,0.139765903,256.8128,0,1,0,1,0,0,0,0,7.7442684,-2.543369,3.1540496,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
13.8,1983,107.2384,1,0.031757586,2280.8448,0,0,1,1,0,1,0,0,7.7442684,-2.543369,3.1540496,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
10.14,2005,122.3228,0,0.089995176,1328.7508,1,0,0,0,1,0,0,0,-6.8066125,0.26004028,-6.550432,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
21.15,1995,136.702,1,0.058669236,1125.016,1,0,0,0,0,0,1,0,6.5537252,3.8583255,3.6543558,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
17.65,2000,137.702,1,0.047742632,872.012,1,0,0,0,1,0,0,0,-0.74499774,5.5823555,-7.061555,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
15.95,1995,172.2552,1,0.096359391,4824.2008,1,0,0,0,0,0,1,0,-0.74499774,5.5823555,-7.061555,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
9.025,1983,259.4092,1,0.060551568,8330.3036,0,0,1,1,0,1,0,0,-3.43163,-6.391154,2.5352144,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
22.0,2007,48.1506,1,0.0619575329999999,378.6542,0,0,0,1,0,1,0,0,6.5537252,3.8583255,3.6543558,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
11.8,1997,174.6842,0,0.023998932,1936.6262,1,0,0,0,0,1,0,0,8.280236,-0.6002991,-5.0784025,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
6.205,2002,206.0768,1,0.130308165,3069.152,1,0,0,0,1,0,1,0,-3.43163,-6.391154,2.5352144,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
10.195,1997,219.2954,1,0.039384672,4697.6988,1,0,0,0,0,1,0,0,-6.8066125,0.26004028,-6.550432,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
14.15,2002,265.004,1,0.013,2643.04,1,0,0,0,1,0,1,0,-5.694707,6.263188,-2.2807324,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
13.6,2007,104.1804,0,0.077882207,1583.0864,0,0,0,1,0,1,0,0,-5.694707,6.263188,-2.2807324,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
9.235,2007,271.591,1,0.044866022,3005.901,0,0,0,1,0,1,0,0,-0.74499774,5.5823555,-7.061555,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
11.1,2005,45.3874,0,0.058522854,465.874,1,0,0,0,1,0,0,0,-1.5805874,4.5278683,3.4247236,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
16.55,1995,189.566,0,0.0788965559999999,1551.128,1,0,0,0,0,0,1,0,8.280236,-0.6002991,-5.0784025,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
18.15,1983,203.4478,0,0.292886948,500.4956,0,1,0,0,0,0,1,0,-6.8066125,0.26004028,-6.550432,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
13.45,2007,234.7404,1,0.013,5739.01,0,0,0,1,0,1,0,0,7.7442684,-2.543369,3.1540496,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
10.8,2002,43.29,1,0.054878397,246.16,1,0,0,0,1,0,1,0,-7.892474,-1.155915,0.14407927,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
10.695,2005,51.6112,0,0.122713464,368.6672,1,0,0,0,1,0,0,0,-7.892474,-1.155915,0.14407927,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
10.8,2007,263.6724,1,0.087648119,868.0172,0,0,0,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
8.585,2002,183.9054,1,0.044145743,2739.581,1,0,0,0,1,0,1,0,-0.74499774,5.5823555,-7.061555,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
7.18,1997,114.399,0,0.0432949309999999,525.7959999999999,1,0,0,0,0,1,0,0,-6.8066125,0.26004028,-6.550432,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
13.45,1995,199.8872,0,0.1450835419999999,3516.5696,1,0,0,0,0,0,1,0,6.5537252,3.8583255,3.6543558,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
15.15,2007,129.7124,0,0.0986223619999999,2364.7356,0,0,0,1,0,1,0,0,3.5103364,-7.3870306,-4.3397183,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
19.15,2007,158.305,1,0.013,1011.83,0,0,0,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
19.55,1985,120.657,0,0.196142346,2200.283,1,0,0,1,0,0,0,1,4.4865394,6.151414,-2.181885,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
12.3,1983,132.5756,1,0.028664229,234.1756,0,1,0,0,0,0,1,0,3.5103364,-7.3870306,-4.3397183,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
10.995,2007,234.3404,0,0.141805815,5964.0504,0,0,0,1,0,1,0,0,-1.5805876,4.5278683,3.4247239,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
8.93,2007,57.5402,0,0.148258515,1031.804,0,0,0,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
18.9,1983,54.3402,0,0.041062401,204.8804,0,1,0,0,0,0,1,0,-3.280408,-6.3894043,-4.0814123,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
21.5,2005,105.6752,0,0.134940099,1263.5024,1,0,0,0,1,0,0,0,8.280236,-0.6002991,-5.0784025,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
20.15,1995,68.7562,1,0.049037952,824.0744,1,0,0,0,0,0,1,0,3.5103364,-7.3870306,-4.3397183,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
15.6,1997,220.6586,0,0.06275339,6444.758000000001,1,0,0,0,0,1,0,0,3.5103364,-7.3870306,-4.3397183,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
18.8,2007,113.999,1,0.065657753,1144.99,0,0,0,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
10.495,1997,117.0596,0,0.091181964,4211.6648,1,0,0,0,0,1,0,0,3.5103364,-7.3870306,-4.3397183,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
12.65,1985,96.4856,0,0.076173691,1607.0552,1,0,0,1,0,0,0,1,4.4865394,6.151414,-2.181885,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
13.4,2002,88.367,1,0.043121709,2333.443,1,0,0,0,1,0,1,0,-3.43163,-6.391154,2.5352144,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
14.45,1995,189.8686,1,0.037651269,1535.1488,1,0,0,0,0,0,1,0,-0.74499774,5.5823555,-7.061555,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
10.195,2007,186.237,1,0.085693696,642.311,0,0,0,1,0,1,0,0,-2.985881,-0.3556211,3.3717196,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
10.4,2007,137.5362,1,0.187827835,1748.8706,0,0,0,1,0,1,0,0,-1.5805874,4.5278683,3.4247236,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
9.72,1985,224.7192,1,0.083510189,1838.7536,1,0,0,1,0,0,0,1,-0.74499774,5.5823555,-7.061555,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
7.97,1997,100.3514,0,0.1366204919999999,1618.3738,1,0,0,0,0,1,0,0,8.280236,-0.6002991,-5.0784025,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
7.62,2002,50.5822,1,0.013,1252.1838,1,0,0,0,1,0,1,0,3.5103364,-7.3870306,-4.3397183,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
19.05,2007,249.4538,0,0.170470693,4439.3684,0,0,0,1,0,1,0,0,4.4865394,6.151414,-2.181885,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
20.8,1983,169.99200000000002,0,0.040214272,3628.424,0,0,1,1,0,1,0,0,-3.43163,-6.391154,2.5352144,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
9.48,1983,151.2154,1,0.026066448,2240.231,0,0,1,1,0,1,0,0,-0.74499774,5.5823555,-7.061555,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
12.65,2000,60.1008,1,0.043869612,821.4112,1,0,0,0,1,0,0,0,8.280236,-0.6002991,-5.0784025,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
14.9,1997,166.7946,0,0.013,3111.0974,1,0,0,0,0,1,0,0,6.5537252,3.8583255,3.6543558,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
16.5,2000,226.8824,1,0.0342505279999999,5354.1776,1,0,0,0,1,0,0,0,-3.43163,-6.391154,2.5352144,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
13.95,2005,248.6538,0,0.169926608,5641.1374,1,0,0,0,1,0,0,0,6.5537252,3.8583255,3.6543558,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
20.4,1983,194.5608,1,0.173936178,480.5216,0,1,0,0,0,0,1,0,1.0359707,-1.9486315,7.0863557,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
22.3,1985,205.3478,1,0.062263979,1662.9824,1,0,0,1,0,0,0,1,8.280236,-0.6002991,-5.0784025,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
12.6,1996,255.6118,1,0.107460314,360.0118,0,1,0,1,0,0,0,0,-1.5805874,4.5278683,3.4247236,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
8.615,1983,164.834,1,0.013,572.4019999999999,0,1,0,0,0,0,1,0,8.280236,-0.6002991,-5.0784025,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
7.825,1983,96.6882,1,0.171096128,198.8882,0,1,0,0,0,0,1,0,-0.74499774,5.5823555,-7.061555,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
11.3,2005,154.3102,1,0.1026568119999999,1716.9122,1,0,0,0,1,0,0,0,7.7442684,-2.543369,3.1540496,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
7.335,2007,198.024,0,0.079051758,2163.664,0,0,0,1,0,1,0,0,-1.5805874,4.5278683,3.4247236,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
17.55,1996,105.741,1,0.158913308,306.082,0,1,0,1,0,0,0,0,4.4865394,6.151414,-2.181885,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
20.3,1985,200.8872,1,0.142226104,2003.872,1,0,0,1,0,0,0,1,-0.74499774,5.5823555,-7.061555,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
8.745,2005,85.8354,1,0.050845086,2069.1204,1,0,0,0,1,0,0,0,-1.5805876,4.5278683,3.4247239,2.1504216,0.25559282,0.4353765,-3.4934268,-2.966176,-3.2194483
12.4,2000,92.6908,1,0.0236631889999999,1455.2528,1,0,0,0,1,0,0,0,-3.43163,-6.391154,2.5352144,1.340862,1.9578032,2.0810766,-0.41762286,-6.2425666,-0.5364022
19.65,1985,104.1462,1,0.112026525,1408.6468,1,0,0,1,0,0,0,1,6.5537252,3.8583255,3.6543558,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
7.24,2005,199.7556,0,0.042538509,1990.556,1,0,0,0,1,0,0,0,-3.280408,-6.3894043,-4.0814123,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
14.95,2005,161.805,1,0.062496899,2959.295,1,0,0,0,1,0,0,0,6.5537252,3.8583255,3.6543558,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
16.55,1985,224.0192,1,0.102742065,1191.596,1,0,0,1,0,0,0,1,-6.8066125,0.26004028,-6.550432,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
18.65,1983,186.4712,1,0.179572501,3804.1952,0,0,1,1,0,1,0,0,-0.74499774,5.5823555,-7.061555,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
13.1,2007,162.9366,0,0.070655493,1775.5026,0,0,0,1,0,1,0,0,3.5103364,-7.3870306,-4.3397183,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
11.195,1985,241.1642,1,0.073017128,4527.9198,1,0,0,1,0,0,0,1,-0.74499774,5.5823555,-7.061555,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
18.55,2007,273.491,1,0.097676173,4057.865,0,0,0,1,0,1,0,0,-7.892474,-1.155915,0.14407927,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
10.995,2000,169.2604,1,0.127170506,1856.0644,1,0,0,0,1,0,0,0,7.7442684,-2.543369,3.1540496,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
16.55,2000,97.3198,1,0.039663778,2555.1544,1,0,0,0,1,0,0,0,8.280236,-0.6002991,-5.0784025,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
10.195,2005,173.3236,0,0.15142353,1240.8652,1,0,0,0,1,0,0,0,-6.8066125,0.26004028,-6.550432,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
6.475,1983,97.1224,1,0.050217847,1561.7808,0,0,1,1,0,1,0,0,-3.43163,-6.391154,2.5352144,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
13.95,2002,116.3938,1,0.136007534,2792.845,1,0,0,0,1,0,1,0,3.5103364,-7.3870306,-4.3397183,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
9.235,1995,273.991,1,0.013,901.973,1,0,0,0,0,0,1,0,-0.74499774,5.5823555,-7.061555,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
16.5,1997,248.5248,1,0.032064377,3668.372,1,0,0,0,0,1,0,0,8.280236,-0.6002991,-5.0784025,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
